"","freq","prev","p.freq","p.prev","p","contaminant"
"ASV_233",0.000496760703745396,65,NA,0.3,0.3,FALSE
"ASV_234",0.00061211882030612,63,NA,0.5,0.5,FALSE
"ASV_236",0.00100372083653201,29,NA,0.774193548387097,0.774193548387097,FALSE
"ASV_238",0.000290027336664737,64,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_240",0.000341876488276338,37,NA,0.595238095238095,0.595238095238095,FALSE
"ASV_241",0.000125093436149956,26,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_242",0.000310173063156432,62,NA,0.0714285714285714,0.0714285714285714,TRUE
"ASV_244",0.000335401890882543,66,NA,0.693548387096774,0.693548387096774,FALSE
"ASV_245",0.000360509382368534,63,NA,0.107142857142857,0.107142857142857,FALSE
"ASV_247",0.000357905072589594,37,NA,0.642857142857143,0.642857142857143,FALSE
"ASV_248",8.94542335205362e-05,8,NA,NA,NA,FALSE
"ASV_249",0.000336392535486889,37,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_250",8.52550691439884e-05,15,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_251",0.00024618795964346,55,NA,0.564516129032258,0.564516129032258,FALSE
"ASV_252",0.000310255648469829,24,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_253",0.000431567060617914,113,NA,0.25,0.25,FALSE
"ASV_254",0.000773867930016122,23,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_255",0.000310136412005022,93,NA,0.1875,0.1875,FALSE
"ASV_256",0.000285091946770729,40,NA,0.192307692307692,0.192307692307692,FALSE
"ASV_257",0.000316290643511937,21,NA,0.076923076923077,0.076923076923077,TRUE
"ASV_258",0.00033088327636972,61,NA,0.1875,0.1875,FALSE
"ASV_259",0.000302587338876823,48,NA,0.370967741935484,0.370967741935484,FALSE
"ASV_260",0.000187721052258535,35,NA,0.222222222222222,0.222222222222222,FALSE
"ASV_261",0.000210623226467913,28,NA,0.4375,0.4375,FALSE
"ASV_262",0.000356844110178105,81,NA,0.190476190476191,0.190476190476191,FALSE
"ASV_263",0.000302106899298785,99,NA,0.178571428571429,0.178571428571429,FALSE
"ASV_264",0.000289487172590378,26,NA,0.0714285714285714,0.0714285714285714,TRUE
"ASV_265",0.000278199309090257,29,NA,0.0476190476190476,0.0476190476190476,TRUE
"ASV_266",8.63435012446199e-05,13,NA,0.564516129032258,0.564516129032258,FALSE
"ASV_267",0.000246808235589408,25,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_268",0.000408881705909807,67,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_269",0.000311124916841278,23,NA,0.576923076923077,0.576923076923077,FALSE
"ASV_270",0.000650079182270739,24,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_271",0.000630297302329461,17,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_272",0.000380663239610332,76,NA,0.125,0.125,FALSE
"ASV_273",0.000374356578152505,92,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_274",0.000354142288917461,24,NA,0.0476190476190476,0.0476190476190476,TRUE
"ASV_275",0.000319568898935765,83,NA,0.357142857142857,0.357142857142857,FALSE
"ASV_276",0.000410678757989971,76,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_278",0.000127718990836457,5,NA,NA,NA,FALSE
"ASV_279",0.000180158901839247,65,NA,0.111111111111111,0.111111111111111,FALSE
"ASV_280",0.000270173460583359,32,NA,0.595238095238095,0.595238095238095,FALSE
"ASV_281",0.000250160635509408,14,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_282",0.000318474562340032,68,NA,0.032258064516129,0.032258064516129,TRUE
"ASV_283",0.000174522438344213,68,NA,0.119047619047619,0.119047619047619,FALSE
"ASV_284",0.000259579093926651,71,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_285",0.000272920838304317,30,NA,0.580645161290323,0.580645161290323,FALSE
"ASV_286",0.000411593792720272,12,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_287",0.00035361864863762,44,NA,0.125,0.125,FALSE
"ASV_288",0.000280002834426574,47,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_289",0.00016161765287457,22,NA,0.564516129032258,0.564516129032258,FALSE
"ASV_290",0.000293694070485958,53,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_291",0.000106788610247694,32,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_292",0.000413965517878181,43,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_293",0.000387450608491895,20,NA,0.612903225806452,0.612903225806452,FALSE
"ASV_295",0.000415267183057888,75,NA,0.119047619047619,0.119047619047619,FALSE
"ASV_296",0.000298641749293312,113,NA,0.238095238095238,0.238095238095238,FALSE
"ASV_297",0.000351740650646903,103,NA,0.119047619047619,0.119047619047619,FALSE
"ASV_298",0.000349486405571572,17,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_299",0.000233389140735212,16,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_300",0.000280720365587372,71,NA,0.576923076923077,0.576923076923077,FALSE
"ASV_301",0.000173793794987237,34,NA,0.625,0.625,FALSE
"ASV_302",0.000140741641690686,11,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_303",0.000287785404382027,80,NA,0.125,0.125,FALSE
"ASV_304",0.00013861928424046,16,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_305",0.00033564756289309,62,NA,0.0952380952380953,0.0952380952380953,TRUE
"ASV_306",0.000251536410726988,38,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_307",0.000336742084067715,29,NA,0.0833333333333333,0.0833333333333333,TRUE
"ASV_308",0.000338596247572742,75,NA,0.607142857142857,0.607142857142857,FALSE
"ASV_309",0.000223905312266378,18,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_310",0.000277297289668234,28,NA,0.625,0.625,FALSE
"ASV_311",0.000256932096631833,48,NA,0.564516129032258,0.564516129032258,FALSE
"ASV_312",0.000284968053659918,41,NA,0.666666666666667,0.666666666666667,FALSE
"ASV_313",0.000118912073761989,68,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_314",0.00026471593534995,27,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_315",0.000109988903325285,23,NA,0.571428571428572,0.571428571428572,FALSE
"ASV_316",0.000330750136144872,31,NA,0.625,0.625,FALSE
"ASV_317",0.000278776774333701,55,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_318",0.000271399564390628,99,NA,0.190476190476191,0.190476190476191,FALSE
"ASV_319",0.000218572444767943,43,NA,0.5,0.5,FALSE
"ASV_320",0.000198954311999028,33,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_321",0.000248337714697348,50,NA,0.791666666666667,0.791666666666667,FALSE
"ASV_322",0.000212894421993397,52,NA,0.75,0.75,FALSE
"ASV_323",0.000227738545505788,41,NA,0.208333333333333,0.208333333333333,FALSE
"ASV_324",0.00021369374164547,45,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_325",3.07869551292903e-05,15,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_326",0.000409776757591657,17,NA,0.532258064516129,0.532258064516129,FALSE
"ASV_327",0.000222363416918388,58,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_329",0.00025608974431396,15,NA,0.625,0.625,FALSE
"ASV_330",0.00019145337851448,13,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_331",0.000175095988542937,16,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_333",0.000254890170197899,42,NA,0.0476190476190476,0.0476190476190476,TRUE
"ASV_334",0.000112943847887327,23,NA,0.708333333333333,0.708333333333333,FALSE
"ASV_336",0.000170803740513259,65,NA,0.645161290322581,0.645161290322581,FALSE
"ASV_337",0.000104581466873438,14,NA,NA,NA,FALSE
"ASV_338",0.000107888023823132,15,NA,0.625,0.625,FALSE
"ASV_339",0.000191339192127556,62,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_340",0.000261076112434885,65,NA,0.0476190476190476,0.0476190476190476,TRUE
"ASV_341",0.00023976835001306,58,NA,0.2,0.2,FALSE
"ASV_342",0.00023862905564206,54,NA,0.115384615384615,0.115384615384615,FALSE
"ASV_343",0.000224195513034975,56,NA,0.571428571428572,0.571428571428572,FALSE
"ASV_344",0.000229112121149482,47,NA,0.571428571428571,0.571428571428571,FALSE
"ASV_345",0.000102900148191951,39,NA,0.708333333333333,0.708333333333333,FALSE
"ASV_346",0.000339233754378804,31,NA,0.161290322580645,0.161290322580645,FALSE
"ASV_347",0.000126521541830704,47,NA,0.595238095238095,0.595238095238095,FALSE
"ASV_348",0.000249898941383376,66,NA,0.0952380952380953,0.0952380952380953,TRUE
"ASV_349",0.000224942409657736,16,NA,NA,NA,FALSE
"ASV_350",0.000198204876381887,41,NA,0.625,0.625,FALSE
"ASV_351",0.000258548344192914,20,NA,0.125,0.125,FALSE
"ASV_352",0.00032092958950665,78,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_353",0.000189581493853394,52,NA,0.576923076923077,0.576923076923077,FALSE
"ASV_354",0.000224387671398558,22,NA,0.8,0.8,FALSE
"ASV_355",0.000181433697096411,60,NA,0.547619047619048,0.547619047619048,FALSE
"ASV_356",0.00023168310133922,78,NA,0.111111111111111,0.111111111111111,FALSE
"ASV_357",0.000224588487332859,21,NA,0.125,0.125,FALSE
"ASV_358",0.000572814750047283,5,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_359",0.000175941732428433,19,NA,0.548387096774194,0.548387096774194,FALSE
"ASV_360",0.000327762423970459,75,NA,0.166666666666667,0.166666666666667,FALSE
"ASV_361",0.000158125719643284,39,NA,0.580645161290323,0.580645161290323,FALSE
"ASV_362",0.000205054318707089,82,NA,0.222222222222222,0.222222222222222,FALSE
"ASV_363",0.000206000922080463,20,NA,0.758064516129032,0.758064516129032,FALSE
"ASV_364",0.000175007542860814,61,NA,0.583333333333333,0.583333333333333,FALSE
"ASV_365",0.000131537692814691,7,NA,NA,NA,FALSE
"ASV_366",0.000611546773651861,13,NA,0.2,0.2,FALSE
"ASV_367",9.78230515046907e-05,13,NA,NA,NA,FALSE
"ASV_368",0.000230470537825215,33,NA,0.625,0.625,FALSE
"ASV_369",0.000197961147378908,52,NA,0.75,0.75,FALSE
